date_start,label_over_ola,area_noc,priority,type_of_incident,trouble_type,incident_type,network_type,branch_id,reason_group,year,quarter,month,week_of_year,day_of_week,hour,is_weekend,is_night,duration_hours_evidence
2024-07-29,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_038,BURNED CABLE,2024,3,7,31,0,0,0,1,
2024-07-29,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_011,BROKEN CABLE INSIDE,2024,3,7,31,0,0,0,1,4.5
2024-07-29,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_017,BROKEN CABLE INSIDE,2024,3,7,31,0,0,0,1,
2024-07-30,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_029,BROKEN CABLE INSIDE,2024,3,7,31,1,0,0,1,
2024-07-30,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_002,BIG TRUCK CUT THE CABLE,2024,3,7,31,1,0,0,1,
2024-07-30,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_035,BROKEN CABLE INSIDE MUFA,2024,3,7,31,1,0,0,1,
2024-07-30,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_017,BROKEN CABLE INSIDE MUFA,2024,3,7,31,1,0,0,1,
2024-07-30,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_040,PEOPLE DAMAGE CABLE,2024,3,7,31,1,0,0,1,
2024-07-30,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_008,INCIDENT BELONG TO PARTNER,2024,3,7,31,1,0,0,1,
2024-07-30,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_032,CABLE BITTEN BY A RODENT,2024,3,7,31,1,0,0,1,
2024-07-30,1,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,IN SITE,SRT-SRT,BRANCH_035,EQUIPMENT DAMAGE,2024,3,7,31,1,0,0,1,
2024-07-30,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_032,CABLE BITTEN BY A RODENT,2024,3,7,31,1,0,0,1,
2024-07-30,1,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,VIBA,BRANCH_001,EQUIPMENT DAMAGE,2024,3,7,31,1,0,0,1,1199.9999999998836
2024-07-30,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,DWDM,BRANCH_041,INCIDENT BELONG TO PARTNER,2024,3,7,31,1,0,0,1,8.500000000116415
2024-07-31,1,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,VIBA,BRANCH_029,CONFIGURATION PROBLEM,2024,3,7,31,2,0,0,1,209.69444444432156
2024-07-31,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_035,PEOPLE STOLEN OUR HADWARE OF FIBER CABLE,2024,3,7,31,2,0,0,1,19.999999999883585
2024-07-31,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_038,BURNED CABLE,2024,3,7,31,2,0,0,1,
2024-07-31,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_018,PEOPLE STOLEN OUR HADWARE OF FIBER CABLE,2024,3,7,31,2,0,0,1,
2024-07-31,1,IPNOC,CRITICAL,FIBRA,ATTENUATION,ATTENUATION OVER THRESHOLD,SRT-SRT,BRANCH_042,EQUIPMENT DAMAGE,2024,3,7,31,2,0,0,1,
2024-07-31,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_019,BIG TRUCK CUT THE CABLE,2024,3,7,31,2,0,0,1,
2024-07-31,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_041,INCIDENT BELONG TO PARTNER,2024,3,7,31,2,0,0,1,
2024-07-31,1,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,VIBA,BRANCH_040,EQUIPMENT DAMAGE,2024,3,7,31,2,0,0,1,93.74999999994179
2024-07-31,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,CA-CP-AGG,BRANCH_026,BIG TRUCK CUT THE CABLE,2024,3,7,31,2,0,0,1,
2024-07-31,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_026,BIG TRUCK CRASH POLE,2024,3,7,31,2,0,0,1,
2024-07-31,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_042,CABLE BITTEN BY AN ANTS,2024,3,7,31,2,0,0,1,
2024-07-31,0,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,VIBA,BRANCH_018,CONFIGURATION PROBLEM,2024,3,7,31,2,0,0,1,9.999999999941792
2024-07-31,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_019,PEOPLE STOLEN OUR HADWARE OF FIBER CABLE,2024,3,7,31,2,0,0,1,16.999999999883585
2024-07-31,1,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,VIBA,BRANCH_016,CONFIGURATION PROBLEM,2024,3,7,31,2,0,0,1,79.72749999997905
2024-07-31,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_038,BURNED CABLE,2024,3,7,31,2,0,0,1,12.733333333279006
2024-07-31,1,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,VIBA,BRANCH_017,CONNECTOR DAMAGE,2024,3,7,31,2,0,0,1,219.99999999988358
2024-07-31,1,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,VIBA,BRANCH_016,INTERFERENCE,2024,3,7,31,2,0,0,1,654.4999999999418
2024-07-31,0,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,VIBA,BRANCH_018,LOW RECEPTION,2024,3,7,31,2,0,0,1,9.999999999941792
2024-07-31,1,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,VIBA,BRANCH_001,INTERFERENCE,2024,3,7,31,2,0,0,1,76.99999999994179
2024-07-31,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,CA-CP-AGG,BRANCH_026,BIG TRUCK CUT THE CABLE,2024,3,7,31,2,0,0,1,
2024-08-01,1,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,VIBA,BRANCH_019,EQUIPMENT DAMAGE,2024,3,8,31,3,0,0,1,81.00000000005821
2024-08-01,0,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,VIBA,BRANCH_011,ATTENUATION LINK DOWN,2024,3,8,31,3,0,0,1,12.999999999941792
2024-08-01,0,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,VIBA,BRANCH_011,CONFIGURATION PROBLEM,2024,3,8,31,3,0,0,1,19.999999999883585
2024-08-01,1,TXNOC,CRITICAL,FIBRA,ATTENUATION,ATTENUATION OVER THRESHOLD,DWDM,BRANCH_041,CABLE ATTENUATED INSIDE ODF,2024,3,8,31,3,0,0,1,148.13805555558065
2024-08-01,1,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,VIBA,BRANCH_018,INTERFERENCE,2024,3,8,31,3,0,0,1,482.0000000000582
2024-08-01,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_019,PEOPLE DAMAGE CABLE,2024,3,8,31,3,0,0,1,10.499999999825377
2024-08-01,0,IPNOC,MINOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_038,BIG TRUCK CUT THE CABLE,2024,3,8,31,3,0,0,1,
2024-08-01,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_035,CABLE BITTEN BY A RODENT,2024,3,8,31,3,0,0,1,
2024-08-01,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_005,PEOPLE PRUNED TREES AND CUT CABLE,2024,3,8,31,3,0,0,1,
2024-08-01,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_035,BROKEN CABLE INSIDE,2024,3,8,31,3,0,0,1,
2024-08-01,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_011,BIG TRUCK CRASH POLE,2024,3,8,31,3,0,0,1,
2024-08-01,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_039,INCIDENT BELONG TO PARTNER,2024,3,8,31,3,0,0,1,
2024-08-01,1,IPNOC,MAJOR,FIBRA,LINK DOWN,IN SITE,AGG-SRT,BRANCH_029,EQUIPMENT DAMAGE,2024,3,8,31,3,0,0,1,
2024-08-01,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_038,EQUIPMENT DAMAGE,2024,3,8,31,3,0,0,1,
2024-08-01,0,IPNOC,MAJOR,FIBRA,LINK DOWN,IN SITE,SRT-SRT,BRANCH_033,EQUIPMENT FREEZE,2024,3,8,31,3,0,0,1,
2024-08-02,0,TXNOC,CRITICAL,MICROWAVE,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_004,BROKEN CABLE INSIDE,2024,3,8,31,4,0,0,1,5.916666666744277
2024-08-02,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_020,BURNED CABLE,2024,3,8,31,4,0,0,1,9.999999999941792
2024-08-02,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_038,TREE FELL DOWN OVER CABLE,2024,3,8,31,4,0,0,1,2.6272222222178243
2024-08-02,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_020,BROKEN CABLE INSIDE MUFA,2024,3,8,31,4,0,0,1,
2024-08-02,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_025,BIG TRUCK CUT THE CABLE,2024,3,8,31,4,0,0,1,
2024-08-02,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_038,BIG TRUCK CUT THE CABLE,2024,3,8,31,4,0,0,1,
2024-08-02,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_035,BROKEN CABLE INSIDE MUFA,2024,3,8,31,4,0,0,1,
2024-08-02,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_035,CABLE BITTEN BY A RODENT,2024,3,8,31,4,0,0,1,
2024-08-02,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_001,CABLE BITTEN BY AN ANTS,2024,3,8,31,4,0,0,1,
2024-08-02,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_042,BURNED CABLE,2024,3,8,31,4,0,0,1,
2024-08-02,1,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,VIBA,BRANCH_004,LOW RECEPTION,2024,3,8,31,4,0,0,1,198.0
2024-08-02,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_041,BROKEN CABLE INSIDE,2024,3,8,31,4,0,0,1,6.966666666674428
2024-08-02,0,TXNOC,CRITICAL,MICROWAVE,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_001,BURNED CABLE,2024,3,8,31,4,0,0,1,5.800000000046566
2024-08-02,0,TXNOC,CRITICAL,MICROWAVE,LINK DOWN,IN SITE,VIBA,BRANCH_038,EQUIPMENT DAMAGE,2024,3,8,31,4,0,0,1,16.0
2024-08-03,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,CA-CP-AGG,BRANCH_032,HIGH TEMPERATURE,2024,3,8,31,5,0,1,1,
2024-08-03,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_019,BIG TRUCK CRASH POLE,2024,3,8,31,5,0,1,1,
2024-08-03,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_024,PEOPLE PRUNED TREES AND CUT CABLE,2024,3,8,31,5,0,1,1,
2024-08-03,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_035,PEOPLE DAMAGE CABLE,2024,3,8,31,5,0,1,1,
2024-08-03,0,IPNOC,MAJOR,FIBRA,LINK DOWN,ATTENUATION NEAR TO THRESHOLD,SRT-SRT,BRANCH_017,HIGH TEMPERATURE,2024,3,8,31,5,0,1,1,
2024-08-03,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_034,PEOPLE DAMAGE CABLE,2024,3,8,31,5,0,1,1,
2024-08-03,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_032,PEOPLE STOLEN OUR HADWARE OF FIBER CABLE,2024,3,8,31,5,0,1,1,
2024-08-03,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_020,PEOPLE DAMAGE CABLE,2024,3,8,31,5,0,1,1,
2024-08-03,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_035,CABLE BITTEN BY A RODENT,2024,3,8,31,5,0,1,1,
2024-08-03,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,DWDM,BRANCH_020,BIG TRUCK CUT THE CABLE,2024,3,8,31,5,0,1,1,18.75
2024-08-03,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_041,BIG TRUCK CUT THE CABLE,2024,3,8,31,5,0,1,1,15.049999999988358
2024-08-03,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_027,BURNED CABLE,2024,3,8,31,5,0,1,1,4.5
2024-08-03,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_018,BIG TRUCK CUT THE CABLE,2024,3,8,31,5,0,1,1,3.5594444444286637
2024-08-03,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_041,INCIDENT BELONG TO PARTNER,2024,3,8,31,5,0,1,1,0.0
2024-08-03,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_039,CONFIGURATION PROBLEM,2024,3,8,31,5,0,1,1,13.573055555520114
2024-08-03,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_005,BIG TRUCK CUT THE CABLE,2024,3,8,31,5,0,1,1,19.999999999883585
2024-08-03,1,TXNOC,CRITICAL,MICROWAVE,LINK DOWN,IN SITE,VIBA,BRANCH_035,LOW RECEPTION,2024,3,8,31,5,0,1,1,329.9999999998836
2024-08-03,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_020,BIG TRUCK CUT THE CABLE,2024,3,8,31,5,0,1,1,27.499999999941792
2024-08-03,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,DWDM,BRANCH_041,INCIDENT BELONG TO PARTNER,2024,3,8,31,5,0,1,1,9.500000000058208
2024-08-04,0,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_005,EQUIPMENT FREEZE,2024,3,8,31,6,0,1,1,
2024-08-04,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,IN SITE,SRT-SRT,BRANCH_034,CABLE BITTEN BY AN ANTS,2024,3,8,31,6,0,1,1,
2024-08-04,0,IPNOC,CRITICAL,FIBRA,ATTENUATION,ATTENUATION OVER THRESHOLD,SRT-SRT,BRANCH_019,ATTENUATION LINK DOWN,2024,3,8,31,6,0,1,1,
2024-08-04,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_035,CABLE BITTEN BY A RODENT,2024,3,8,31,6,0,1,1,
2024-08-04,0,TXNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_025,CABLE BITTEN BY AN ANTS,2024,3,8,31,6,0,1,1,5.000000000058208
2024-08-04,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_001,BROKEN CABLE INSIDE MUFA,2024,3,8,31,6,0,1,1,2.7527777777868323
2024-08-04,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_035,PEOPLE STOLEN OUR HADWARE OF FIBER CABLE,2024,3,8,31,6,0,1,1,
2024-08-05,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_002,BIG TRUCK CUT THE CABLE,2024,3,8,32,0,0,0,1,
2024-08-05,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,ATTENUATION OVER THRESHOLD,SRT-SRT,BRANCH_032,BIG TRUCK CUT THE CABLE,2024,3,8,32,0,0,0,1,
2024-08-05,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_004,BIG TRUCK CUT THE CABLE,2024,3,8,32,0,0,0,1,
2024-08-05,0,TXNOC,CRITICAL,FIBRA,ATTENUATION,ATTENUATION NEAR TO THRESHOLD,DWDM,BRANCH_020,CABLE ATTENUATED INSIDE MUFA,2024,3,8,32,0,0,0,1,24.24055555544328
2024-08-05,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_017,BIG TRUCK CUT THE CABLE,2024,3,8,32,0,0,0,1,
2024-08-05,0,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,VIBA,BRANCH_038,LOSS MONITORING,2024,3,8,32,0,0,0,1,6.999999999941792
2024-08-05,0,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,ATTENUATION OVER THRESHOLD,VIBA,BRANCH_035,EQUIPMENT DAMAGE,2024,3,8,32,0,0,0,1,32.0
2024-08-05,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_011,TREE FELL DOWN OVER CABLE,2024,3,8,32,0,0,0,1,0.9999999999417923
2024-08-05,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,IN SITE,SRT-SRT,BRANCH_038,ATTENUATION LINK DOWN,2024,3,8,32,0,0,0,1,
2024-08-05,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,IN SITE,DWDM,BRANCH_041,INCIDENT BELONG TO PARTNER,2024,3,8,32,0,0,0,1,0.9999999999417923
2024-08-05,0,TXNOC,MAJOR,MICROWAVE,LINK DOWN,CABLE BROKEN ACCESS,VIBA,BRANCH_003,EQUIPMENT FREEZE,2024,3,8,32,0,0,0,1,0.0
2024-08-05,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_020,BROKEN CABLE INSIDE MUFA,2024,3,8,32,0,0,0,1,
2024-08-05,0,TXNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_002,BIG TRUCK CUT THE CABLE,2024,3,8,32,0,0,0,1,0.0
2024-08-05,0,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,VIBA,BRANCH_037,EQUIPMENT FREEZE,2024,3,8,32,0,0,0,1,1.5833333332557231
2024-08-06,0,IPNOC,MINOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_038,BIG TRUCK CRASH POLE,2024,3,8,32,1,0,0,1,
2024-08-06,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_029,PEOPLE DAMAGE CABLE,2024,3,8,32,1,0,0,1,
2024-08-06,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,CA-CP-AGG,BRANCH_011,BROKEN CABLE INSIDE MUFA,2024,3,8,32,1,0,0,1,
2024-08-06,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_041,INCIDENT BELONG TO PARTNER,2024,3,8,32,1,0,0,1,
2024-08-06,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_020,BIG TRUCK CUT THE CABLE,2024,3,8,32,1,0,0,1,
2024-08-06,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_019,PEOPLE DAMAGE CABLE,2024,3,8,32,1,0,0,1,14.666666666627862
2024-08-06,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_026,BIG TRUCK CUT THE CABLE,2024,3,8,32,1,0,0,1,7.999999999883585
2024-08-06,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_038,PEOPLE DAMAGE CABLE,2024,3,8,32,1,0,0,1,6.716666666732635
2024-08-06,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_038,PEOPLE PRUNED TREES AND CUT CABLE,2024,3,8,32,1,0,0,1,5.999999999825377
2024-08-06,1,TXNOC,MAJOR,FIBRA,LINK DOWN,ATTENUATION NEAR TO THRESHOLD,DWDM,BRANCH_038,CABLE ATTENUATED INSIDE MUFA,2024,3,8,32,1,0,0,1,333.9999999999418
2024-08-06,1,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,VIBA,BRANCH_035,EQUIPMENT DAMAGE,2024,3,8,32,1,0,0,1,39.999999999883585
2024-08-06,1,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,VIBA,BRANCH_035,EQUIPMENT DAMAGE,2024,3,8,32,1,0,0,1,218.49999999988358
2024-08-07,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_037,BIG TRUCK CUT THE CABLE,2024,3,8,32,2,0,0,1,
2024-08-07,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_020,BIG TRUCK CRASH POLE,2024,3,8,32,2,0,0,1,
2024-08-07,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_038,BROKEN CABLE INSIDE,2024,3,8,32,2,0,0,1,
2024-08-07,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_005,EQUIPMENT DAMAGE,2024,3,8,32,2,0,0,1,
2024-08-07,0,IPNOC,MINOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_005,PEOPLE PRUNED TREES AND CUT CABLE,2024,3,8,32,2,0,0,1,
2024-08-07,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_025,BURNED CABLE,2024,3,8,32,2,0,0,1,4.8333333331975155
2024-08-07,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_019,BROKEN CABLE INSIDE MUFA,2024,3,8,32,2,0,0,1,4.833333333372138
2024-08-07,0,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,ATTENUATION NEAR TO THRESHOLD,VIBA,BRANCH_011,CONFIGURATION PROBLEM,2024,3,8,32,2,0,0,1,152.56972222204786
2024-08-08,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_037,INCIDENT WAS UP ITSELF,2024,3,8,32,3,0,0,1,
2024-08-08,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_026,PEOPLE DAMAGE CABLE,2024,3,8,32,3,0,0,1,
2024-08-08,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,CA-CP-AGG,BRANCH_027,BROKEN CABLE INSIDE MUFA,2024,3,8,32,3,0,0,1,
2024-08-08,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_023,BROKEN CABLE INSIDE MUFA,2024,3,8,32,3,0,0,1,
2024-08-08,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_019,BIG TRUCK CUT THE CABLE,2024,3,8,32,3,0,0,1,
2024-08-08,0,IPNOC,CRITICAL,FIBRA,BAD PERFORMANCE,IN SITE,CA-CP-AGG,BRANCH_005,BY ENERGY,2024,3,8,32,3,0,0,1,
2024-08-08,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_033,PEOPLE DAMAGE CABLE,2024,3,8,32,3,0,0,1,
2024-08-08,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_039,INCIDENT BELONG TO PARTNER,2024,3,8,32,3,0,0,1,
2024-08-08,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_005,EQUIPMENT DAMAGE,2024,3,8,32,3,0,0,1,
2024-08-08,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_020,BROKEN CABLE INSIDE MUFA,2024,3,8,32,3,0,0,1,
2024-08-08,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_042,CABLE ATTENUATED INSIDE MUFA,2024,3,8,32,3,0,0,1,
2024-08-08,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_038,BROKEN CABLE INSIDE MUFA,2024,3,8,32,3,0,0,1,3.4999999998835847
